x,y
30.0,-32.0
-43.0,-16.0
-13.0,12.0
33.0,-21.0
25.0,-25.0
-29.0,4.0
10.0,-5.0
-32.0,-1.0
34.0,-20.0
-8.0,63.0
-42.0,70.0
79.0,-49.0
43.0,28.0
16.0,11.0
-19.0,53.0
5.0,1.0
11.0,-68.0
65.0,52.0
30.0,-55.0
-78.0,3.0
-18.0,54.0
68.0,57.0
83.0,-43.0
21.0,-18.0
-14.0,24.0
-68.0,53.0
6.0,2.0
-2.0,-1.0
64.0,-57.0
50.0,45.0
69.0,58.0
-12.0,70.0
62.0,19.0
32.0,-4.0
37.0,-38.0
3.0,-31.0
-32.0,11.0
-48.0,3.0
66.0,25.0
71.0,-40.0
-30.0,57.0
-18.0,31.0
-12.0,-38.0
29.0,-37.0
-14.0,1.0
-57.0,39.0
9.0,21.0
49.0,57.0
-20.0,-43.0
-13.0,2.0
27.0,38.0
19.0,34.0
39.0,12.0
20.0,35.0
72.0,45.0
36.0,-21.0
-59.0,7.0
-20.0,78.0
28.0,-25.0
-26.0,4.0
-61.0,46.0
-69.0,42.0
46.0,29.0
-16.0,-32.0
9.0,-2.0
9.0,-1.0
-25.0,5.0
15.0,41.0
-68.0,43.0
-10.0,-16.0
-72.0,9.0
-12.0,60.0
-60.0,-17.0
-72.0,45.0
-71.0,10.0
-7.0,-6.0
45.0,41.0
-9.0,70.0
56.0,50.0
17.0,-21.0
26.0,27.0
-69.0,55.0
-68.0,20.0
-49.0,33.0
57.0,51.0
-12.0,37.0
61.0,21.0
-33.0,14.0
-41.0,-27.0
74.0,-40.0
23.0,-6.0
43.0,-28.0
-20.0,32.0
14.0,-55.0
24.0,-5.0
17.0,-44.0
-38.0,20.0
36.0,-31.0
-18.0,-1.0
-34.0,-10.0
-14.0,-32.0
-68.0,-3.0
-37.0,21.0
19.0,1.0
-10.0,-26.0
-65.0,38.0
71.0,48.0
51.0,-47.0
42.0,21.0
39.0,15.0
12.0,-2.0
4.0,-6.0
78.0,-57.0
-11.0,14.0
35.0,-19.0
34.0,22.0
79.0,-56.0
37.0,27.0
-32.0,76.0
-40.0,72.0
-15.0,16.0
26.0,17.0
18.0,13.0
59.0,51.0
-65.0,15.0
42.0,-2.0
48.0,41.0
27.0,18.0
19.0,14.0
12.0,-25.0
71.0,61.0
85.0,-41.0
1.0,-35.0
-13.0,67.0
52.0,47.0
59.0,-57.0
78.0,-44.0
-50.0,36.0
-30.0,14.0
28.0,-45.0
-27.0,19.0
47.0,-32.0
-7.0,-3.0
45.0,44.0
65.0,22.0
68.0,27.0
7.0,17.0
54.0,-51.0
67.0,68.0
-28.0,59.0
25.0,-78.0
39.0,-31.0
-16.0,33.0
31.0,-35.0
-70.0,62.0
23.0,-39.0
-44.0,-29.0
8.0,18.0
74.0,-37.0
11.0,23.0
16.0,-42.0
-11.0,4.0
55.0,-51.0
28.0,-68.0
-61.0,3.0
44.0,56.0
45.0,21.0
-49.0,-23.0
-46.0,19.0
29.0,-67.0
70.0,50.0
-24.0,6.0
-53.0,-21.0
48.0,31.0
54.0,-38.0
-6.0,60.0
19.0,4.0
-43.0,29.0
31.0,-22.0
51.0,-44.0
41.0,28.0
-10.0,62.0
57.0,-28.0
3.0,1.0
-27.0,9.0
-41.0,74.0
80.0,-45.0
